,sdi
2496,104065
2497,85784
2498,663751
2499,855331
2500,522638
2501,282290
2502,538712
2503,25589
2504,843073
2505,844802
2506,415457
2507,660349
2508,191299
2509,157886
2510,817008
2511,172525
2512,778725
2513,27353
2514,152517
2515,836334
2516,404624
2517,241068
2518,60028
2519,83674
2520,450064
2521,384057
2522,238701
2523,807920
2524,314765
2525,354806
2526,812019
2527,107644
2528,184842
2529,237256
2530,520778
2531,346889
2532,200467
2533,561239
2534,612872
2535,681653
2536,564506
2537,354146
2538,395808
2539,318184
2540,421529
2541,66684
2542,274132
2543,817739
2544,870995
2545,180036
2546,491774
2547,160183
2548,109638
2549,560954
2550,806418
2551,657755
2552,829939
2553,875316
2554,209807
2555,790707
2556,76676
2557,399991
2558,208106
2559,327083
2560,487662
2561,484698
2562,773676
2563,472766
2564,837611
2565,10541
2566,628078
2567,47308
2568,311783
2569,281056
2570,243947
2571,463244
2572,84748
2573,488069
2574,438218
2575,781645
2576,756798
2577,644959
2578,151472
2579,454146
2580,380738
2581,103101
2582,111673
2583,774279
2584,44023
2585,577645
2586,364208
2587,264644
2588,347336
2589,634325
2590,834376
2591,742655
2592,373344
2593,153536
2594,82418
2595,279336
2596,353353
2597,333920
2598,752818
2599,416106
2600,436847
2601,685678
2602,273162
2603,712126
2604,103861
2605,180077
2606,706763
2607,579609
2608,641096
2609,774501
2610,847542
2611,721929
2612,753775
2613,131146
2614,164323
2615,859267
2616,567221
2617,211082
2618,381711
2619,87141
2620,362815
2621,592504
2622,738497
2623,278608
2624,387095
2625,280576
2626,55839
2627,366788
2628,361479
2629,277041
2630,321937
2631,868085
2632,438292
2633,338650
2634,671677
2635,58364
2636,325443
2637,161329
2638,57554
2639,593973
2640,170768
2641,84811
2642,679556
2643,322669
2644,430752
2645,382646
2646,65344
2647,816559
2648,143373
2649,322546
2650,799844
2651,26916
2652,133819
2653,742838
2654,297608
2655,359838
2656,669034
2657,451849
2658,532020
2659,780362
2660,309291
2661,267084
2662,333537
2663,528108
2664,837895
2665,22965
2666,231615
2667,87629
2668,805700
2669,295306
2670,686700
2671,687659
2672,395914
2673,763145
2674,566492
2675,552170
2676,691527
2677,310144
2678,309712
2679,712929
2680,576337
2681,649211
2682,848438
2683,35141
2684,148185
2685,550481
2686,551998
2687,99896
2688,152902
2689,831830
2690,472519
2691,691479
2692,237362
2693,813310
2694,194265
2695,484508
2696,387097
2697,32751
2698,392447
2699,138883
2700,626754
2701,486470
2702,853896
2703,68255
2704,779046
2705,167660
2706,140189
2707,328373
2708,261112
2709,437353
2710,7474
2711,57217
2712,770614
2713,739110
2714,60743
2715,372287
2716,742187
2717,669644
2718,558977
2719,322956
2720,834250
2721,299381
2722,838882
2723,326228
2724,759874
2725,41587
2726,273299
2727,152764
2728,215742
2729,449141
2730,642341
2731,563737
2732,586243
2733,793346
2734,202322
2735,783029
2736,754554
2737,210678
2738,589256
2739,742811
2740,180029
2741,625869
2742,429750
2743,38836
2744,266297
2745,638939
2746,452611
2747,8778
2748,399647
2749,438594
2750,661872
2751,308394
2752,767851
2753,779374
2754,243461
2755,375169
2756,298007
2757,672850
2758,45754
2759,389073
2760,141949
2761,137507
2762,241974
2763,355893
2764,72836
2765,437289
2766,211763
2767,92409
2768,86871
2769,89791
2770,591925
2771,613426
2772,6764
2773,32036
2774,845682
2775,844180
2776,394098
2777,401111
2778,867889
2779,530939
2780,349447
2781,176190
2782,66680
2783,438018
2784,790195
2785,413193
2786,289428
2787,375143
2788,791871
2789,59571
2790,530102
2791,159657
2792,63880
2793,371455
2794,129742
2795,603032
2796,78430
2797,293363
2798,570376
2799,330151
2800,421220
2801,425047
2802,576395
2803,218095
2804,94744
2805,736963
2806,788607
2807,652950
2808,795416
2809,236939
2810,34872
2811,366720
2812,345719
2813,699196
2814,344928
2815,685541
2816,852585
2817,590965
2818,303950
2819,253237
2820,86772
2821,398538
2822,371626
2823,762924
2824,665995
2825,638165
2826,182504
2827,812916
2828,367888
2829,578704
2830,871035
2831,171641
2832,614262
2833,389425
2834,11842
2835,524667
2836,203861
2837,214589
2838,403944
2839,45270
2840,137086
2841,460241
2842,13884
2843,414320
2844,582719
2845,693967
2846,322291
2847,391400
2848,325948
2849,530942
2850,850176
2851,690948
2852,633412
2853,424771
2854,224137
2855,249245
2856,208239
2857,328066
2858,633978
2859,400908
2860,407631
2861,625106
2862,252382
2863,84623
2864,722647
2865,676186
2866,110425
2867,592295
2868,96359
2869,272243
2870,865211
2871,557183
2872,697329
2873,391662
2874,755897
2875,547171
2876,388702
2877,592345
2878,82211
2879,575062
2880,18311
2881,93708
2882,118260
2883,306020
2884,833253
2885,567608
2886,466723
2887,626520
2888,43306
2889,523178
2890,302798
2891,711661
2892,852744
2893,566200
2894,221829
2895,471269
2896,297769
2897,12727
2898,443903
2899,16868
2900,464994
2901,123964
2902,40024
2903,115706
2904,547899
2905,688178
2906,383953
2907,84480
2908,681724
2909,472358
2910,275242
2911,653892
2912,342340
2913,273535
2914,332300
2915,288397
2916,243379
2917,806133
2918,349946
2919,689797
2920,237246
2921,459120
2922,32634
2923,69994
2924,201155
2925,13650
2926,283241
2927,347759
2928,714040
2929,849453
2930,161604
2931,667423
2932,409999
2933,386104
2934,732969
2935,289611
2936,446415
2937,171604
2938,339643
2939,288858
2940,414359
2941,207941
2942,761213
2943,679569
2944,300732
2945,29763
2946,288246
2947,382901
2948,123038
2949,299578
2950,531575
2951,299798
2952,563879
2953,133839
2954,784523
2955,261141
2956,389293
2957,795905
2958,492054
2959,322884
2960,34437
2961,864931
2962,488373
2963,313514
2964,477655
2965,493856
2966,747357
2967,556715
2968,779804
2969,122934
2970,444629
2971,276436
2972,854913
2973,394598
2974,314752
2975,731351
2976,867338
2977,129570
2978,114017
2979,855824
2980,631417
2981,795655
2982,332614
2983,252090
2984,872828
2985,46545
2986,733398
2987,483517
2988,276964
2989,444650
2990,173444
2991,593540
2992,835688
2993,590150
2994,851672
2995,174737
2996,210064
2997,735128
2998,138347
2999,539026
3000,280178
3001,566917
3002,387510
3003,550073
3004,198185
3005,457118
3006,379772
3007,465607
3008,92960
3009,157253
3010,660984
3011,764447
3012,283290
3013,198700
3014,461966
3015,208098
3016,60211
3017,176737
3018,141243
3019,371172
3020,262745
3021,360146
3022,25565
3023,372655
3024,95571
3025,706587
3026,163470
3027,872242
3028,240452
3029,720199
3030,277677
3031,145569
3032,849297
3033,582198
3034,473636
3035,491464
3036,835081
3037,119458
3038,15610
3039,806335
3040,170041
3041,62704
3042,860343
3043,175192
3044,313766
3045,656212
3046,40046
3047,390315
3048,331629
3049,434781
3050,743854
3051,448354
3052,839257
3053,33709
3054,66319
3055,89185
3056,848629
3057,385685
3058,221847
3059,99956
3060,411394
3061,738705
3062,813155
3063,437758
3064,63077
3065,240517
3066,466200
3067,475491
3068,100142
3069,859489
3070,633864
3071,163077
3072,569954
3073,631723
3074,336122
3075,323813
3076,291117
3077,327893
3078,160282
3079,98679
3080,526563
3081,819219
3082,754449
3083,6385
3084,62379
3085,202893
3086,204231
3087,838016
3088,252296
3089,488629
3090,294900
3091,251655
3092,358581
3093,113352
3094,118162
3095,331198
3096,48973
3097,866923
3098,292985
3099,774280
3100,570682
3101,179936
3102,40052
3103,859869
3104,712831
3105,452922
3106,87571
3107,487632
3108,481979
3109,588932
3110,623915
3111,673650
3112,125824
3113,114393
3114,483345
3115,758030
3116,70788
3117,680152
3118,775422
3119,418031
3120,136994
3121,620643
3122,821710
3123,7422
3124,589472
3125,710045
3126,632312
3127,809221
3128,667661
3129,732154
3130,16996
3131,762235
3132,122090
3133,391943
3134,423962
3135,131308
3136,363115
3137,78474
3138,811951
3139,839278
3140,680716
3141,119997
3142,389993
3143,635302
3144,41255
3145,153271
3146,788756
3147,805056
3148,496759
3149,233067
3150,358148
3151,784367
3152,78344
3153,494228
3154,285341
3155,101720
3156,723255
3157,8143
3158,341779
3159,676472
3160,76235
3161,166535
3162,118211
3163,853000
3164,700429
3165,204865
3166,88380
3167,370253
3168,241676
3169,309080
3170,742120
3171,826907
3172,281810
3173,283674
3174,139536
3175,320231
3176,866804
3177,79474
3178,453347
3179,211006
3180,874085
3181,452678
3182,812528
3183,528197
3184,832548
3185,127854
3186,798926
3187,584138
3188,345815
3189,744770
3190,188238
3191,611532
3192,349201
3193,193758
3194,455704
3195,495111
3196,848832
3197,635092
3198,27081
3199,350240
3200,686266
3201,107821
3202,366058
3203,79936
3204,379943
3205,646265
3206,222106
3207,308266
3208,477602
3209,573075
3210,403473
3211,375884
3212,804938
3213,261332
3214,689338
3215,662127
3216,133282
3217,387993
3218,447435
3219,387378
3220,672039
3221,119287
3222,170325
3223,421888
3224,788155
3225,38402
3226,92304
3227,384353
3228,525890
3229,178093
3230,761767
3231,270951
3232,247826
3233,661165
3234,446796
3235,473289
3236,213585
3237,713968
3238,157832
3239,830639
3240,421641
3241,208917
3242,651864
3243,52787
3244,137694
3245,553331
3246,443291
3247,88257
3248,92370
3249,748009
3250,723371
3251,641526
3252,845291
3253,315373
3254,252586
3255,58363
3256,168154
3257,846986
3258,739553
3259,101875
3260,436065
3261,742117
3262,742558
3263,201666
3264,755210
3265,808104
3266,584413
3267,174273
3268,629314
3269,102422
3270,749099
3271,853064
3272,368053
3273,638928
3274,388701
3275,128479
3276,357808
3277,734069
3278,569970
3279,827670
3280,370236
3281,524323
3282,758559
3283,310273
3284,46639
3285,870008
3286,736987
3287,631262
3288,482982
3289,870033
3290,112478
3291,167056
3292,282097
3293,359167
3294,788330
3295,304397
3296,238912
3297,528254
3298,856290
3299,310247
3300,741642
3301,564052
3302,111169
3303,680406
3304,245107
3305,782558
3306,834544
3307,666597
3308,692845
3309,59430
3310,585844
3311,211920
3312,107713
3313,483909
3314,324831
3315,331233
3316,364545
3317,467083
3318,744792
3319,568432
3320,851377
3321,527834
3322,71930
3323,743310
3324,375986
3325,754742
3326,476245
3327,638604
3328,566345
3329,380763
3330,139499
3331,137329
3332,522845
3333,312172
3334,755804
3335,334228
3336,29547
3337,426511
3338,249601
3339,19895
3340,353532
3341,818556
3342,53449
3343,747130
3344,72081
3345,345175
3346,562546
3347,179543
3348,51190
3349,723156
3350,843740
3351,731859
3352,645178
3353,143697
3354,185071
3355,21980
3356,863213
3357,622906
3358,486426
3359,699834
3360,794376
3361,669427
3362,40220
3363,558822
3364,783432
3365,579016
3366,729105
3367,354343
3368,263710
3369,101039
3370,538987
3371,853854
3372,61066
3373,852440
3374,63038
3375,309960
3376,324008
3377,109367
3378,864216
3379,314094
3380,758835
3381,107217
3382,438350
3383,99718
3384,328453
3385,290195
3386,532694
3387,113807
3388,33326
3389,184821
3390,120050
3391,195022
3392,145036
3393,701655
3394,289909
3395,482501
3396,201457
3397,266072
3398,327552
3399,557578
3400,157554
3401,347836
3402,413559
3403,835728
3404,676961
3405,269212
3406,377382
3407,279678
3408,253924
3409,141838
3410,710593
3411,90872
3412,525069
3413,551980
3414,294070
3415,41378
3416,867258
3417,141549
3418,202406
3419,128676
3420,345841
3421,497079
3422,632662
3423,387949
3424,166848
3425,206067
3426,335508
3427,169050
3428,84750
3429,49553
3430,824186
3431,652194
3432,800680
3433,353434
3434,370339
3435,288548
3436,45975
3437,690645
3438,264951
3439,365162
3440,418290
3441,335857
3442,381870
3443,409517
3444,454069
3445,444925
3446,142811
3447,764477
3448,539148
3449,371191
3450,641490
3451,240533
3452,552752
3453,244933
3454,853891
3455,15835
3456,360811
3457,147594
3458,340111
3459,300861
3460,818136
3461,204362
3462,202232
3463,299407
3464,671466
3465,365829
3466,530127
3467,636967
3468,808170
3469,310237
3470,236295
3471,812855
3472,657806
3473,105618
3474,139957
3475,650172
3476,210430
3477,310401
3478,416260
3479,42480
3480,372724
3481,300405
3482,758082
3483,2507
3484,839025
3485,484532
3486,171842
3487,118803
3488,302221
3489,400120
3490,757538
3491,123240
3492,321513
3493,745902
3494,77217
3495,164747
3496,712913
3497,865069
3498,409871
3499,178406
3500,766409
3501,398649
3502,224904
3503,241867
3504,44828
3505,137797
3506,762061
3507,447868
3508,47540
3509,800772
3510,664997
3511,361095
3512,75966
3513,277561
3514,870340
3515,157003
3516,14723
3517,634271
3518,765102
3519,573285
3520,78227
3521,787934
3522,771117
3523,374307
3524,396901
3525,450763
3526,5552
3527,562711
3528,40856
3529,203467
3530,648932
3531,265414
3532,793025
3533,357859
3534,851056
3535,764696
3536,462115
3537,280909
3538,377600
3539,321684
3540,635026
3541,772612
3542,427694
3543,858865
3544,158543
3545,817324
3546,185832
3547,809779
3548,521426
3549,435860
3550,869261
3551,290232
3552,149368
3553,450073
3554,757811
3555,526000
3556,629161
3557,126576
3558,592373
3559,675696
3560,276499
3561,865145
3562,791785
3563,208656
3564,23736
3565,563816
3566,811412
3567,92127
3568,162154
3569,663176
3570,865088
3571,730121
3572,5756
3573,409680
3574,183418
3575,64636
3576,150334
3577,160003
3578,335051
3579,827049
3580,5205
3581,448880
3582,641408
3583,410720
3584,489502
3585,85367
3586,235552
3587,654976
3588,296253
3589,348688
3590,8553
3591,793033
3592,250131
3593,471491
3594,240704
3595,277675
3596,864860
3597,550895
3598,780207
3599,765460
3600,445566
3601,485325
3602,49671
3603,771781
3604,74398
3605,297254
3606,753512
3607,133868
3608,693259
3609,700315
3610,637165
3611,102123
3612,759708
3613,418784
3614,348117
3615,777157
3616,435747
3617,712577
3618,520211
3619,29590
3620,132210
3621,400137
3622,241580
3623,171571
3624,577945
3625,444155
3626,168713
3627,864844
3628,759777
3629,632406
3630,766311
3631,340112
3632,47583
3633,88509
3634,829877
3635,269018
3636,441531
3637,476761
3638,639697
3639,686687
3640,302178
3641,269304
3642,32640
3643,803323
3644,765827
3645,267029
3646,159948
3647,440010
3648,841357
3649,296784
3650,79651
3651,641914
3652,422146
3653,714462
3654,316434
3655,220812
3656,532528
3657,779731
3658,371595
3659,580350
3660,559143
3661,758804
3662,784586
3663,794046
3664,771016
3665,221926
3666,127466
3667,180099
3668,162764
3669,98536
3670,216172
3671,855504
3672,11564
3673,211108
3674,621420
3675,273152
3676,658821
3677,789991
3678,794490
3679,44813
3680,60394
3681,33943
3682,807069
3683,691163
3684,433700
3685,5224
3686,180789
3687,129577
3688,416983
3689,176740
3690,748175
3691,624367
3692,329192
3693,858003
3694,730912
3695,528827
3696,289532
3697,729938
3698,301125
3699,139746
3700,96500
3701,819146
3702,834701
3703,641655
3704,813951
3705,42668
3706,119505
3707,874994
3708,364407
3709,484549
3710,196368
3711,439421
3712,671708
3713,539408
3714,671965
3715,211129
3716,204115
3717,276239
3718,176683
3719,441390
3720,286707
3721,637053
3722,613730
3723,799001
3724,150203
3725,283810
3726,789877
3727,845944
3728,152066
3729,873520
3730,584131
3731,134527
3732,6019
3733,631856
3734,407901
3735,239164
3736,241322
3737,105112
3738,328738
3739,32806
3740,445747
3741,180199
3742,710357
3743,576338
3744,756287
3745,497569
3746,248859
3747,832075
3748,297998
3749,273876
3750,665270
3751,805167
3752,128238
3753,590484
3754,582074
3755,124976
3756,558885
3757,755913
3758,788230
3759,625855
3760,324797
3761,439385
3762,660964
3763,160274
3764,69428
3765,102656
3766,576971
3767,783388
3768,827139
3769,180858
3770,487536
3771,378635
3772,590379
3773,434964
3774,492383
3775,23518
3776,12587
3777,308781
3778,665174
3779,530095
3780,860561
3781,184714
3782,207884
3783,171390
3784,279666
3785,87820
3786,668631
3787,860669
3788,249764
3789,823644
3790,392148
3791,458392
3792,127168
3793,570302
3794,306085
3795,12994
3796,224229
3797,20818
3798,165079
3799,539373
3800,352486
3801,250906
3802,748727
3803,223655
3804,202666
3805,54758
3806,10990
3807,865077
3808,156989
3809,615429
3810,231700
3811,805048
3812,99180
3813,106676
3814,438527
3815,706867
3816,773973
3817,839904
3818,296876
3819,329443
3820,679563
3821,82834
3822,635605
3823,130573
3824,137834
3825,35280
3826,531925
3827,841928
3828,392459
3829,751749
3830,873687
3831,249782
3832,43597
3833,296413
3834,216322
3835,72691
3836,740632
3837,2006
3838,696010
3839,63133
3840,445303
3841,494872
3842,275071
3843,571588
3844,459623
3845,356520
3846,377570
3847,815382
3848,792435
3849,434874
3850,420857
3851,191510
3852,128346
3853,361769
3854,557708
3855,707548
3856,291926
3857,244093
3858,740902
3859,680488
3860,243085
3861,327735
3862,201549
3863,746926
3864,574131
3865,204310
3866,405908
3867,578189
3868,706720
3869,489900
3870,309278
3871,434298
3872,386537
3873,61021
3874,734127
3875,120755
3876,445690
3877,121528
3878,37273
3879,285298
3880,121466
3881,248182
3882,734693
